source,record_type,id,company,website,country,address,size_bytes,size_gib,is_published,time_until_publication,posted_at_utc,crawled_at_utc,crawled_at_kst,ransomware_group,discovery_date,estimated_attack_date,details_url,description,files_api_present
dragonforce,leak_post,fa558b56-ed0a-4140-b1ef-7aee101fb9b8,LC Informatique Sàrl,lc-informatique.ch,,Chemin de la Praille 5 1920 Martigny,1569292288,1.46,true,,2025-10-08T07:49:51.537419+00:00,2025-10-17T09:53:52.213790+00:00,2025-10-17T18:53:52.213790+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=fa558b56-ed0a-4140-b1ef-7aee101fb9b8,"Conseil – Vente
Installation informatique
Dépannage informatique
Réparation toutes marques
LC Informatique Sàrl

Chemin de la Praille 5
1920 Martigny",true
dragonforce,leak_post,398e0f05-a9c1-492d-aa72-345ee5c8a683,Asserson,asserson.co.uk,,"Central Court, 25 Southampton Buildings, London WC2A 1AL, United Kingdom",416170647552,387.59,true,,2025-09-26T23:20:06.438346+00:00,2025-10-17T09:53:52.213813+00:00,2025-10-17T18:53:52.213813+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=398e0f05-a9c1-492d-aa72-345ee5c8a683,"(Clients, counterparties, lobbying, deceit, intimidation, pressure on journalists, and other tactics, as revealed in over half a million documents) Asserson Law Offices is a dynamic and creative law firm based in the UK, specializing in various practice areas including dispute resolution, corporate law, and real estate. They aim to support a diverse client base including startups and established businesses in navigating legal challenges in areas such as banking finance and employment law. The firm is recognized for its innovative approach to legal services and commitment to providing effective solutions. Asserson Law Offices is regulated by the Solicitors Regulation Authority, emphasizing their adherence to professional standards.",true
dragonforce,leak_post,f8cf69c0-b804-496a-90b8-7e004948e67c,Cardinal Machinery,www.cardinalmachinery.com,,"7535 Appling Center Dr, Memphis, Tennessee, 38133, United States",111934681088,104.25,true,,2025-09-26T18:01:01.164407+00:00,2025-10-17T09:53:52.213835+00:00,2025-10-17T18:53:52.213835+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=f8cf69c0-b804-496a-90b8-7e004948e67c,"(Full data) Cardinal Machinery is a family-owned business with over 50 years of experience in the Machine Tool Industry, serving clients across Tennessee, Alabama, Mississippi, Louisiana, Arkansas, Georgia, and Florida. They provide a range of products including metal cutting tools, EDM, grinding equipment, and various parts and accessories. The company emphasizes customer support with services such as preventative maintenance and quick diagnostics by experienced technicians. With a strong commitment to superior service, Cardinal Machinery aims to enhance clients' production and uptime capabilities through advanced technology solutions.",true
dragonforce,leak_post,0af20558-c8fd-443d-b42b-81789ebe63c7,Memphis Millwork,memphismasterworks.com,,"1049 Galloway Ave, Memphis, Tennessee, 38105, United States",117271044096,109.22,true,,2025-09-26T17:54:31.182192+00:00,2025-10-17T09:53:52.213856+00:00,2025-10-17T18:53:52.213856+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=0af20558-c8fd-443d-b42b-81789ebe63c7,"(Client data, accounting records, and internal documentation) Memphis Millwork specializes in commercial architectural millwork, catering to clients in Memphis and the surrounding areas. The company focuses on providing high-quality millwork solutions for various architectural projects. They are known for their expertise in crafting custom millwork that enhances the aesthetics and functionality of commercial spaces. Memphis Millwork is committed to delivering exceptional craftsmanship and customer service.",true
dragonforce,leak_post,42b3bbc1-ade5-4738-924b-f9833724088c,FTCS Forage,ftcs-forage.com,,"5031, Chemin de Phalempin, 59273 Fretin, France",207608418304,193.35,true,,2025-09-26T17:51:19.812509+00:00,2025-10-17T09:53:52.213893+00:00,2025-10-17T18:53:52.213893+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=42b3bbc1-ade5-4738-924b-f9833724088c,"(Client data, accounting records, and internal documentation) FTCS Forage is a company that operates in the Civil Engineering Construction industry. It employs 100to249 people and has 5Mto10M of revenue. The company is headquartered in Fretin, Hauts-de-France, France.",true
dragonforce,leak_post,272df1d6-a411-4460-9dac-d4088a5009dc,Rothmann Immobilien,engelvoelkers.de,,"Vancouverstraße 2a, 20457 Hamburg, Germany",110140882944,102.58,true,,2025-09-26T17:48:28.815173+00:00,2025-10-17T09:53:52.213916+00:00,2025-10-17T18:53:52.213916+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=272df1d6-a411-4460-9dac-d4088a5009dc,(Client data inside) Rothmann Immobilien GmbH is a company that operates in the Real Estate industry. It employs 1to4 people and has 1Mto5M of revenue.,true
dragonforce,leak_post,caae0126-b202-4c4b-aad8-6ec07adfe449,Greenville Legal,www.greenvillelegal.com,,"1001 E Washington St, Greenville, SC 29601",3301463552000,3074.73,true,,2025-09-23T19:17:33.224836+00:00,2025-10-17T09:53:52.213943+00:00,2025-10-17T18:53:52.213943+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=caae0126-b202-4c4b-aad8-6ec07adfe449,"David R. Price, Jr., P.A. is a personal injury law firm based in Greenville, South Carolina, specializing in a wide range of legal matters including auto accidents, wrongful death, and workers' compensation. They offer comprehensive legal representation for individuals and families impacted by personal injury and criminal defense cases. The firm has a strong track record of success, having recovered millions for clients and being recognized as Best Law Firm multiple times. Their dedicated team is committed to providing personalized legal services and ensuring clients receive the justice they deserve.",true
dragonforce,leak_post,ff58a3ee-bdbc-4887-81ba-42cece7dffdc,Concord New Energy Group,cn.cnegroup.com,,Hong Kong Room 390 139 F,116779479040,108.76,true,,2025-09-16T10:14:45.112665+00:00,2025-10-17T09:53:52.213968+00:00,2025-10-17T18:53:52.213968+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=ff58a3ee-bdbc-4887-81ba-42cece7dffdc,"Concord New Energy Group Limited (CNE) specializes in wind and solar power operation. To date, we are the only pure vertical integrated clean energy power company listed on the Hong Kong Stock Exchange.",true
dragonforce,leak_post,7c13c128-0467-4993-b709-3904396c8706,Engineered Advantage,www.eapsc.net,,"255 Calle Canals, San Juan, Puerto Rico, 00907",267889139712,249.49,true,,2025-09-08T10:33:15.837353+00:00,2025-10-17T09:53:52.213989+00:00,2025-10-17T18:53:52.213989+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=7c13c128-0467-4993-b709-3904396c8706,"Engineered Advantage, PSC (EA) is an architecture and engineering (A/E) firm dedicated to serving the public and private sector in the areas of architecture, civil engineering, structural engineering, field inspections, and construction management in Puerto Rico, Florida and recently after hurricane Irma and Maria in St. Thomas, St. Croix and St. Maarten.",true
dragonforce,leak_post,e4578944-4728-41d5-9088-116c9a6e75ff,Caprez Ingenieure AG,www.caprez-ing.ch,,"22 Aquasanastrasse, Chur, Grisons 7000, Switzerland",801921875968,746.85,true,,2025-09-01T14:57:47.648544+00:00,2025-10-17T09:53:52.214010+00:00,2025-10-17T18:53:52.214010+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=e4578944-4728-41d5-9088-116c9a6e75ff,"Caprez Ingenieure AG provides structural, civil, bridge, water supply, sewage, snow-making, building maintenance, and special fields engineering services.",true
dragonforce,leak_post,8b14c088-5fd1-47d6-8e58-1d30fc34d837,Engineered Components,engcomponents.com,,"1100 Davis Rd, Elgin, Illinois, 60123, United States",119273377792,111.08,true,,2025-08-30T16:10:00.181545+00:00,2025-10-17T09:53:52.214033+00:00,2025-10-17T18:53:52.214033+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=8b14c088-5fd1-47d6-8e58-1d30fc34d837,"(Financial documents, counterparties, clients) We also distribute a multitude of other components that are utilized by original equipment manufacturers worldwide. Our Anchor Bolt division provides these products to countless fastener companies that operate in a range of industries, from coast to coast. Founded in 1983, ECC has continually grown in the areas of technology, market share and acquisition. Our highly-trained and tenured sales staff offers an unparalleled level of technical knowledge, service and personality. Additionally, with stocking warehouses located across the country that support a variance of VMI and in-plant material management programs, we have the ability to respond rapidly - and effectively - to our customers' needs. 1983 - Established",true
dragonforce,leak_post,8566db00-f4db-4f5e-871f-7593ec21ca40,Provalve Armaturen GmbH & Co. KG,provalve.de,,"Am Stadtberg 2A, 39167 Hohe Börde, Germany",12582268928,11.72,true,,2025-08-30T16:06:26.892543+00:00,2025-10-17T09:53:52.214058+00:00,2025-10-17T18:53:52.214058+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=8566db00-f4db-4f5e-871f-7593ec21ca40,"(Financial documents, counterparties, clients) PROVALVE Armaturen GmbH & Co. KG specializes in high-quality valves and fittings designed for demanding applications, primarily in the power generation and chemical industries. The company focuses on manufacturing high-pressure and special valves capable of safely transporting hazardous materials under extreme conditions. They ensure a consistently high quality throughout all stages of development and production. Their product range includes a variety of valve types such as gate valves, check valves, and low-temperature fittings, adhering to DIN and ASME standards.",true
dragonforce,leak_post,3a03823a-d71f-4c4f-bdfb-903d41b55e56,Toowoomba Friendly Society Dispensary,tfsd.com.au,,"8 Mylne St, Toowoomba, Queensland, 4350, Australia",38464184320,35.82,true,,2025-08-30T16:02:17.270928+00:00,2025-10-17T09:53:52.214078+00:00,2025-10-17T18:53:52.214078+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=3a03823a-d71f-4c4f-bdfb-903d41b55e56,"(Financial documents, counterparties, clients) Friendlies Mobility & Independent Living is a trusted community health partner based in Toowoomba, offering mobility products for sale and hire, as well as pharmacy and NDIS services. With a focus on enhancing health, wellbeing, and independence, they provide expert advice and support to their members and the broader community. The company is committed to maintaining old-fashioned customer service while adapting to advances in medical research and technology. Their offerings include a range of mobility aids like lifting chairs, grab rails, and non-slip mats.",true
dragonforce,leak_post,cf1cdfdc-590c-4edf-8f30-e024b3bcdaee,Park Country Club,parkclub.org,,"4949 Sheridan Dr, Buffalo, New York, 14221, United States",38901125120,36.23,true,,2025-08-30T15:54:29.933642+00:00,2025-10-17T09:53:52.214101+00:00,2025-10-17T18:53:52.214101+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=cf1cdfdc-590c-4edf-8f30-e024b3bcdaee,"(financial documentation and clients' data internally) Park Country Club is a premier traditional country club located in Western New York. The club offers a comprehensive, member-focused experience with a diverse range of activities suitable for all ages. It emphasizes a welcoming atmosphere of fellowship and friendship, striving to provide exceptional service to its members. The intended clients are individuals and families seeking a community-oriented recreational environment.",true
dragonforce,leak_post,56a2264d-da76-40f4-8b10-38d91dbdcd7f,Hilco Metal Building & Roofing Supply,hilcosupply.com,,"12503 Hwy 6, Navasota, Texas, 77868, United States",100542783488,93.64,true,,2025-08-30T15:51:49.074664+00:00,2025-10-17T09:53:54.804835+00:00,2025-10-17T18:53:54.804835+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=56a2264d-da76-40f4-8b10-38d91dbdcd7f,"Hilco Metal Building & Metal Roofing Supply specializes in providing a comprehensive range of metal buildings, roofing materials, and custom-designed arenas specifically aimed at clients in industrial, oil field, and retail sectors. They offer products such as barndominiums, fencing supplies, and other building components to suit both residential and commercial needs. Serving a wide geographic area in Texas, they cater to clients requiring durable and efficient building materials for storage, equestrian, and construction projects. Their commitment to quality and customer service ensures that clients can source both in-stock and custom order items efficiently.",true
dragonforce,leak_post,f2bcbf64-414f-4993-93a9-78468e834d5a,ABM Wireless INC,abmwireless.com,,"205 Marcus Blvd, Hauppauge, New York, 11788, United States",112652562432,104.92,true,,2025-08-30T15:47:51.875752+00:00,2025-10-17T09:53:54.804877+00:00,2025-10-17T18:53:54.804877+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=f2bcbf64-414f-4993-93a9-78468e834d5a,"Inscope is a New York based Master Dealer in the wireless distribution space. Established in 2002, we have grown to become one of the largest Master Dealers for AT&T in the Tri-State area; and among the largest sellers of wireless accessories in the US. InScope has achieved recognition for its growth from its Carrier partners and from Entrepreneur magazine, which recognized us as #33 in its Hot 100 list of fastest growing businesses in the US in 2008. InScope has been founded by wireless industry veterans that understand and embrace the constantly evolving nature of our industry. Our operations have been built to adapt to the varying requirements of our customers over the years, our latest iteration being a focus on accessories to increase the effectiveness of todays multi-functional wireless communication devices.",true
dragonforce,leak_post,38ad9d7a-d7d8-4117-896b-040344ec7191,Grupo DIRIA,www.grupodiria.com,,"Diria Grand Boulevard, Tamarindo, Guanacaste, Costa Rica",159306887168,148.37,true,,2025-08-27T14:34:42.421636+00:00,2025-10-17T09:53:54.804902+00:00,2025-10-17T18:53:54.804902+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=38ad9d7a-d7d8-4117-896b-040344ec7191,"Grupo Diria is a provider of luxury accommodation in Tamarindo Beach, Costa Rica, offering a range of hotels and resorts. The company is committed to respecting cultural traditions while ensuring modern comfort and security for its guests. Their mission is focused on tourism and hospitality, delivering an authentic Costa Rican experience. Intended clients include travelers seeking high-quality lodging and an immersive cultural experience.",true
dragonforce,leak_post,360b2eb6-67e7-439d-a407-00bf43bf8b9f,The Smile Spa,www.drrussosmilespa.com,,"4450 Bluebonnet Blvd Ste C, Baton Rouge, Louisiana, United States",70238318592,65.41,true,,2025-08-27T14:28:23.374487+00:00,2025-10-17T09:53:54.804926+00:00,2025-10-17T18:53:54.804926+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=360b2eb6-67e7-439d-a407-00bf43bf8b9f,"At the Smile Spa in Baton Rouge, LA, Dr. Aimee Russo-Mounger provides a variety of dental and spa services. Schedule a dentist appointment or fun spa day.",true
dragonforce,leak_post,44d516d4-e541-469b-9800-a9e9740ac5a2,Selartex,selartex.com,,"Chemin du Pou de Las Coulobres 66100 Perpignan, France",67636199424,62.99,true,,2025-08-23T05:37:34.910875+00:00,2025-10-17T09:53:54.804962+00:00,2025-10-17T18:53:54.804962+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=44d516d4-e541-469b-9800-a9e9740ac5a2,"Selartex is a prominent wholesaler of home textiles in France, boasting over 35 years of experience. The company specializes in offering a wide range of home linen products, including bed linen, decorative textiles, table linen, and bath linen, with more than 6000 items available in stock. Selartex puts a strong emphasis on quality while providing competitive prices, making it a reliable choice for professionals seeking home textile supplies. Committed to staying on top of current living trends, Selartex regularly updates its product offerings and tailors its services to meet the diverse needs of its clientele.",true
dragonforce,leak_post,1c8f47cd-110c-4193-a810-9072ab752500,George Haney & Son,georgehaneyair.com,,"1260 Lincoln Ave Ste 1200, Pasadena, California, United States",16848003072,15.69,true,,2025-08-23T05:33:57.007761+00:00,2025-10-17T09:53:54.804988+00:00,2025-10-17T18:53:54.804988+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=1c8f47cd-110c-4193-a810-9072ab752500,"George Haney & Son Inc is a family-owned HVAC contractor based in Pasadena, CA, providing services to the San Fernando and San Gabriel Valleys. With a strong reputation since 1927, they specialize in the installation, maintenance, and repair of various HVAC systems, including central AC, heating, and mini-split systems. As a Carrier Factory Authorized Dealer, they cater to both residential and commercial clients, offering customized solutions with a focus on energy efficiency. Their experienced technicians are available for emergency services and emphasize outstanding customer service and value.",true
dragonforce,leak_post,5640da12-9154-46bb-867f-438f0d1a79da,Dottori Commercialisti Associati,www.ppidottoricommercialisti.it,,"Corso Magenta N 56, Milan, Lombardy, 20100, Italy",130970292224,121.98,true,,2025-08-23T05:26:49.812248+00:00,2025-10-17T09:53:54.805021+00:00,2025-10-17T18:53:54.805021+09:00,,,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/api/guest/blog/post?post_uuid=5640da12-9154-46bb-867f-438f0d1a79da,"(including financial documentation and client data) DCA - Dottori Commercialisti Associati is a professional association founded by members with over 20 years of experience in tax and corporate consulting. They offer services including tax and fiscal advice, corporate consulting, and business and accounting advice. The firm aims to assist clients needing guidance in various financial matters. Their location is in Milan, Italy.",true
